originalRelease,originalNamespace,originalTypeName,changeCode,issue,release,namespace,typeName,definition,parentType,baseType,contentStyle,simpleStyle,isAssociation,isAugmentation,isAdapter,isMetadata
5.1,,,add,,5.2,usmtf,EquipmentName38CharMaxType,A data type for a name of equipment. Limited to 38 characters.,,usmtf:EquipmentName38CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentName68CharMaxSimpleType,A data type for a name of equipment. Limited to 68 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentName68CharMaxType,A data type for a name of equipment. Limited to 68 characters.,,usmtf:EquipmentName68CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentNameCommonSimpleType,A data type for a common name of equipment.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentNameCommonType,A data type for a common name of equipment.,,usmtf:EquipmentNameCommonSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentNameSimpleType,A data type for a literal name or nomenclature of an equipment.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentNameType,A data type for a literal name or nomenclature of an equipment.,,usmtf:EquipmentNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentNomenclatureSimpleType,A data type for a nomenclature of equipment associated with an intelligence collection requirement.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentNomenclatureType,A data type for a nomenclature of equipment associated with an intelligence collection requirement.,,usmtf:EquipmentNomenclatureSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentReactionPeriodType,"A data type for the alert reaction time, in hours and minutes, required of designated major items of equipment with specific types of commitment.",,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentSerialNumberSimpleType,A data type for a serial number of the equipment being reported.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentSerialNumberType,A data type for a serial number of the equipment being reported.,,usmtf:EquipmentSerialNumberSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentSimpleType,A data type for a literal name or nomenclature of the equipment to be reported.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentStatusCodeSimpleType,A data type for the ability of an item of equipment or system to perform the function for which it was intended.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentStatusCodeType,A data type for the ability of an item of equipment or system to perform the function for which it was intended.,,usmtf:EquipmentStatusCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentTimeDesignatorCodeSimpleType,A data type for the type of time appearing in a particular field as pertains to equipment status.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentTimeDesignatorCodeType,A data type for the type of time appearing in a particular field as pertains to equipment status.,,usmtf:EquipmentTimeDesignatorCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EquipmentType,A data type for a literal name or nomenclature of the equipment to be reported.,,usmtf:EquipmentSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EscapeBuoyNumberType,A data type for the escape buoy identifying number.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EscapeBuoyPrefixIDCodeSimpleType,A data type for the alphabetic code used as a prefix to identify a submarine escape buoy location.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EscapeBuoyPrefixIDCodeType,A data type for the alphabetic code used as a prefix to identify a submarine escape buoy location.,,usmtf:EscapeBuoyPrefixIDCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EscortingPersonnelNameSimpleType,A data type for a name of the escorting personnel.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EscortingPersonnelNameType,A data type for a name of the escorting personnel.,,usmtf:EscortingPersonnelNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedDamageType,A data type for the estimate of weapon threat degradation and structural damage.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedDistanceNauticalMilesCodeSimpleType,A data type for a code to estimate the distance in nautical miles.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedDistanceNauticalMilesCodeType,A data type for a code to estimate the distance in nautical miles.,,usmtf:EstimatedDistanceNauticalMilesCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedPostureAttainmentPeriodType,A data type for the estimated number of days and hours required to attain loaded deployability posture measured from 0001Z of the day designated as C-Day.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedRangeNonMineMineLikeBottomObjectsCodeSimpleType,"A data type for the estimated range of non-mine, mine like objects per square nautical mile.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedRangeNonMineMineLikeBottomObjectsCodeType,"A data type for the estimated range of non-mine, mine like objects per square nautical mile.",,usmtf:EstimatedRangeNonMineMineLikeBottomObjectsCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedRecoveryTimeType,A data type for the commanders' estimate of the time required to repair damaged installations/facilities.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedShipQuantityType,A data type for an estimate of the number of ships.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedStructuralDamageCodeSimpleType,A data type for a code that indicates the estimated level of structural damage.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedStructuralDamageCodeType,A data type for a code that indicates the estimated level of structural damage.,,usmtf:EstimatedStructuralDamageCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedTimeReturnToOperationAlphabeticsCodeSimpleType,"A data type for the non-discrete time at which a not ready fire unit, airbase, or other unit is estimated to return to ready or operational status.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedTimeReturnToOperationAlphabeticsCodeType,"A data type for the non-discrete time at which a not ready fire unit, airbase, or other unit is estimated to return to ready or operational status.",,usmtf:EstimatedTimeReturnToOperationAlphabeticsCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedWeaponThreatDegradationCodeSimpleType,A data type for a code that indicates the level of weapon threat degradation.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedWeaponThreatDegradationCodeType,A data type for a code that indicates the level of weapon threat degradation.,,usmtf:EstimatedWeaponThreatDegradationCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimatedZuluTimeType,A data type for the estimated time for an event to occur reported in Zulu time.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimationMethodCodeSimpleType,"A data type for the method to estimate the confidence of the information related to delivery and quantity of systems, the description, and status of Toxic Industrial Material (TIM) or storage event.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EstimationMethodCodeType,"A data type for the method to estimate the confidence of the information related to delivery and quantity of systems, the description, and status of Toxic Industrial Material (TIM) or storage event.",,usmtf:EstimationMethodCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EthnicityCodeSimpleType,A data type for the ethnic background of a human entity.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EthnicityCodeType,A data type for the ethnic background of a human entity.,,usmtf:EthnicityCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EvacuationPrecedenceCodeSimpleType,A data type for the precedence assigned to patients programmed for aeromedical evacuation.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EvacuationPrecedenceCodeType,A data type for the precedence assigned to patients programmed for aeromedical evacuation.,,usmtf:EvacuationPrecedenceCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EventCodeSimpleType,A data type for the code to describe the event that occurs in a particular place at a specified time.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EventCodeType,A data type for the code to describe the event that occurs in a particular place at a specified time.,,usmtf:EventCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EventDelayTimeType,"A data type for the amount of time and unit of measurement for which an event is delayed expressed in milliseconds, seconds, minutes, hours, or days.",,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EventDescriptionSimpleType,A data type for a plain language description of the event.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EventDescriptionType,A data type for a plain language description of the event.,,usmtf:EventDescriptionSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EventSimpleType,A data type for an action or thing that occurs in a particular place at a specified time.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EventType,A data type for an action or thing that occurs in a particular place at a specified time.,,usmtf:EventSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EWSystemSimpleType,A data type for a literal name or nomenclature of the electronic warfare system.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EWSystemType,A data type for a literal name or nomenclature of the electronic warfare system.,,usmtf:EWSystemSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExampleDefinitionsAcronymsSimpleType,A data type for example definitions and acronyms.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExampleDefinitionsAcronymsType,A data type for example definitions and acronyms.,,usmtf:ExampleDefinitionsAcronymsSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseAdditionalIDCodeSimpleType,A data type for an additional caveat which further identifies the exercise or modifies the exercise nickname using discrete codes.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseAdditionalIDCodeType,A data type for an additional caveat which further identifies the exercise or modifies the exercise nickname using discrete codes.,,usmtf:ExerciseAdditionalIDCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseAdditionalNicknameSimpleType,A data type for an additional caveat which further identifies the exercise or modifies the exercise nickname.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseAdditionalNicknameType,A data type for an additional caveat which further identifies the exercise or modifies the exercise nickname.,,usmtf:ExerciseAdditionalNicknameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseAircraftEventNumberSimpleType,"A data type for a number used to designate an exercise function, participant, or action.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseAircraftEventNumberType,"A data type for a number used to designate an exercise function, participant, or action.",,usmtf:ExerciseAircraftEventNumberSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseAlphabeticIDCodeSimpleType,"A data type for the alphabetic character ""X"" used in designating exercise contacts.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseAlphabeticIDCodeType,"A data type for the alphabetic character ""X"" used in designating exercise contacts.",,usmtf:ExerciseAlphabeticIDCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseDesignatorType,A data type for a code used to designate a force exercise contact.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseEvolutionCodeSimpleType,A data type for the type of exercise or evolution to be conducted.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseEvolutionCodeType,A data type for the type of exercise or evolution to be conducted.,,usmtf:ExerciseEvolutionCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseMineFlareColorCodeSimpleType,A data type for the color of an exercise mine flare.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseMineFlareColorCodeType,A data type for the color of an exercise mine flare.,,usmtf:ExerciseMineFlareColorCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseNameSimpleType,A data type for an exercise name.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseNameType,A data type for an exercise name.,,usmtf:ExerciseNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseNavalForceShipQuantityType,A data type for a ship type and number of the ship type in an exercise naval force.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseNicknameSimpleType,A data type for a unique code name or nickname assigned to a joint exercise or plan or to designate exercise message traffic.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseNicknameType,A data type for a unique code name or nickname assigned to a joint exercise or plan or to designate exercise message traffic.,,usmtf:ExerciseNicknameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseSubmarineDeploymentDesignatorType,A data type for a code to designate an exercise submarine deployment.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseSubmarineDeploymentDesignatorYearType,A data type for a code to designate an exercise submarine deployment and year.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseTermCodeSimpleType,"A data type for a combination of two unclassified words assigned by the joint staff used exclusively to designate a test, drill, or exercise alert conditions.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExerciseTermCodeType,"A data type for a combination of two unclassified words assigned by the joint staff used exclusively to designate a test, drill, or exercise alert conditions.",,usmtf:ExerciseTermCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExitCodeSimpleType,A data type for the particular kind of line of communication that offers an ingress or egress area.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExitCodeType,A data type for the particular kind of line of communication that offers an ingress or egress area.,,usmtf:ExitCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExpandedLocationQualifierCodeSimpleType,A data type for a statement of whether the present location coordinates are actual or estimated.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExpandedLocationQualifierCodeType,A data type for a statement of whether the present location coordinates are actual or estimated.,,usmtf:ExpandedLocationQualifierCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExpandedPlatformDescriptionSimpleType,A data type for an expansion of the description of a platform.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExpandedPlatformDescriptionType,A data type for an expansion of the description of a platform.,,usmtf:ExpandedPlatformDescriptionSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExpansionItemSimpleType,A data type for a code representing the expansion item.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExpansionItemType,A data type for a code representing the expansion item.,,usmtf:ExpansionItemSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExpenditureCategoryCodeSimpleType,A data type for the reason for expenditure of ordnance or sensors.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExpenditureCategoryCodeType,A data type for the reason for expenditure of ordnance or sensors.,,usmtf:ExpenditureCategoryCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExplodedMineRelativeBearingDistanceType,A data type for the relative bearing and distance at which a mine exploded due to other than disposal techniques.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExplodedMineStatusIDCodeSimpleType,A data type for an identifier of the status of an exploded mine.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,ExplodedMineStatusIDCodeType,A data type for an identifier of the status of an exploded mine.,,usmtf:ExplodedMineStatusIDCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EyesColorCodeSimpleType,A data type for the color of the eyes of an individual.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,EyesColorCodeType,A data type for the color of the eyes of an individual.,,usmtf:EyesColorCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,FacilityCodeSimpleType,A data type for the code for the type of facility being reported.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,FacilityCodeType,A data type for the code for the type of facility being reported.,,usmtf:FacilityCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,FacilitySuffixNumberSimpleType,A data type for alphanumeric characters used to uniquely identify a facility within an installation.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,FacilitySuffixNumberType,A data type for alphanumeric characters used to uniquely identify a facility within an installation.,,usmtf:FacilitySuffixNumberSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,FastPatrolBoatTaskCodeSimpleType,A data type for the tasking for a fast patrol boat.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,FastPatrolBoatTaskCodeType,A data type for the tasking for a fast patrol boat.,,usmtf:FastPatrolBoatTaskCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,FerryCodeSimpleType,"A data type for a commercial service with terminals and boats for transporting persons, automobiles, etc., across a river, bay, or the like.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
