originalRelease,originalNamespace,originalTypeName,changeCode,issue,release,namespace,typeName,definition,parentType,baseType,contentStyle,simpleStyle,isAssociation,isAugmentation,isAdapter,isMetadata
5.1,,,add,,5.2,usmtf,PersistencyCodeSimpleType,A data type for the code for the persistency of the substance effectiveness. the persistency refers to length of time the substance remains effective in the target area after dissemination.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersistencyCodeType,A data type for the code for the persistency of the substance effectiveness. the persistency refers to length of time the substance remains effective in the target area after dissemination.,,usmtf:PersistencyCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonalIdentificationCodeSimpleType,A data type for the type of document used to assign a unique identification number to a person.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonalIdentificationCodeType,A data type for the type of document used to assign a unique identification number to a person.,,usmtf:PersonalIdentificationCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonalIdentificationNumber10CharMaxSimpleType,A data type for a number assigned to a person for unique identification.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonalIdentificationNumber10CharMaxType,A data type for a number assigned to a person for unique identification.,,usmtf:PersonalIdentificationNumber10CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonalIdentificationNumber25CharMaxSimpleType,A data type for a group of letters and/or numbers and/or special characters that combine to form a unique identification number.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonalIdentificationNumber25CharMaxType,A data type for a group of letters and/or numbers and/or special characters that combine to form a unique identification number.,,usmtf:PersonalIdentificationNumber25CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonalIdentificationType,A data type for a unique identification of a specific human being.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonalTitleSimpleType,"A data type for a designation given to a person as a sign of privilege, distinction, rank, or profession.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonalTitleType,"A data type for a designation given to a person as a sign of privilege, distinction, rank, or profession.",,usmtf:PersonalTitleSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonIdentificationCodeSimpleType,A data type for the type of identification used by a person.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonIdentificationCodeType,A data type for the type of identification used by a person.,,usmtf:PersonIdentificationCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonNameSimpleType,A data type for a name of a person.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonNameType,A data type for a name of a person.,,usmtf:PersonNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelCategoryCodeSimpleType,A data type for the code for the category into which persons are placed to identify them with unique groups.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelCategoryCodeType,A data type for the code for the category into which persons are placed to identify them with unique groups.,,usmtf:PersonnelCategoryCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelClassificationCodeSimpleType,A data type for the code for the category into which individuals fall based upon civilian status or grade if in the military.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelClassificationCodeType,A data type for the code for the category into which individuals fall based upon civilian status or grade if in the military.,,usmtf:PersonnelClassificationCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelClothingMaskCodeSimpleType,A data type for the code for the type of clothing being worn by personnel in the vicinity of a target and indicating whether or not they are wearing protective masks.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelClothingMaskCodeType,A data type for the code for the type of clothing being worn by personnel in the vicinity of a target and indicating whether or not they are wearing protective masks.,,usmtf:PersonnelClothingMaskCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelCodeSimpleType,A data type for a code that represents a category of personnel.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelCodeType,A data type for a code that represents a category of personnel.,,usmtf:PersonnelCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelGradeSimpleType,A data type for a military grade of personnel.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelGradeType,A data type for a military grade of personnel.,,usmtf:PersonnelGradeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelIdentificationNumberCodeSimpleType,"A data type for the type, class, or source of a personal identification number.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelIdentificationNumberCodeType,"A data type for the type, class, or source of a personal identification number.",,usmtf:PersonnelIdentificationNumberCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelMovementStatusCodeSimpleType,A data type for the state of movement of personnel arriving or departing a ship.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelMovementStatusCodeType,A data type for the state of movement of personnel arriving or departing a ship.,,usmtf:PersonnelMovementStatusCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelReportingClassificationType,"A data type for the classification, Military Occupational Specialty (MOS), and grade of the personnel being reported.",,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelSkillSimpleType,A data type for an indicator of the type of skill requirement for selected personnel.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelSkillType,A data type for an indicator of the type of skill requirement for selected personnel.,,usmtf:PersonnelSkillSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelSpecialGroupCodeSimpleType,A data type for the code for the type of personnel belonging to a particular or special group.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelSpecialGroupCodeType,A data type for the code for the type of personnel belonging to a particular or special group.,,usmtf:PersonnelSpecialGroupCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelStatusCodeSimpleType,"A data type for a code that classifies the status of active Army organization and personnel accountable, authorized and planned strength reports by state of readiness for use in specific roles, missions, or activities.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonnelStatusCodeType,"A data type for a code that classifies the status of active Army organization and personnel accountable, authorized and planned strength reports by state of readiness for use in specific roles, missions, or activities.",,usmtf:PersonnelStatusCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonRoleCodeSimpleType,A data type for the purpose for which a person is designated.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PersonRoleCodeType,A data type for the purpose for which a person is designated.,,usmtf:PersonRoleCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PetroleumFacilityIdentificationSimpleType,A data type for a name of a petroleum facility.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PetroleumFacilityIdentificationType,A data type for a name of a petroleum facility.,,usmtf:PetroleumFacilityIdentificationSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhoneticAlphabeticIDCodeSimpleType,A data type for a phonetic alphabetic identifier.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhoneticAlphabeticIDCodeType,A data type for a phonetic alphabetic identifier.,,usmtf:PhoneticAlphabeticIDCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhoneticAlphabeticNumericIDType,A data type for an identifier comprised of a phonetic alphabetic identifier and a phonetic numeric identifier (in that order).,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhoneticAlphaToZuluCodeSimpleType,A data type for the phonetic alphabet.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhoneticAlphaToZuluCodeType,A data type for the phonetic alphabet.,,usmtf:PhoneticAlphaToZuluCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhoneticNumericAlphabeticIDType,A data type for an identifier comprised of a phonetic numeric identifier and a phonetic alphabetic identifier (in that order).,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhoneticNumericIDCodeSimpleType,A data type for a phonetic numeric identifier.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhoneticNumericIDCodeType,A data type for a phonetic numeric identifier.,,usmtf:PhoneticNumericIDCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhoneticNumericIDOneToNineCodeSimpleType,A data type for the phonetic identifier for numerals ONE through NINE.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhoneticNumericIDOneToNineCodeType,A data type for the phonetic identifier for numerals ONE through NINE.,,usmtf:PhoneticNumericIDOneToNineCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhoneticReferenceNumberType,"A data type for a reference number, spelled phonetically, which is used for identification purposes.",,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhysicalConditionCodeSimpleType,A data type for the code to describe the physical condition of a person.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhysicalConditionCodeType,A data type for the code to describe the physical condition of a person.,,usmtf:PhysicalConditionCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhysicalStatusCodeSimpleType,"A data type for the physical condition or state of being of a facility, installation or place.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PhysicalStatusCodeType,"A data type for the physical condition or state of being of a facility, installation or place.",,usmtf:PhysicalStatusCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PilotageCodeSimpleType,A data type for the process of directing the movement of a ship or aircraft by optical or electronic observations of landmarks.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PilotageCodeType,A data type for the process of directing the movement of a ship or aircraft by optical or electronic observations of landmarks.,,usmtf:PilotageCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceFunctionSimpleType,A data type for a purpose or function of the associated place name.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceFunctionType,A data type for a purpose or function of the associated place name.,,usmtf:PlaceFunctionSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceLocationIDSimpleType,"A data type for an identifying code or designator assigned to particular operational objective, place, activity, control measure, system, facility, etc.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceLocationIDType,"A data type for an identifying code or designator assigned to particular operational objective, place, activity, control measure, system, facility, etc.",,usmtf:PlaceLocationIDSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceName15CharMaxSimpleType,A data type for a name of a place. Limited to 15 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceName15CharMaxType,A data type for a name of a place. Limited to 15 characters.,,usmtf:PlaceName15CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceName16CharMaxSimpleType,A data type for a name of a place. Limited to 16 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceName16CharMaxType,A data type for a name of a place. Limited to 16 characters.,,usmtf:PlaceName16CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceName20CharMaxSimpleType,A data type for a name of a place. Limited to 20 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceName20CharMaxType,A data type for a name of a place. Limited to 20 characters.,,usmtf:PlaceName20CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceName30CharMaxSimpleType,A data type for a name of a place. Limited to 30 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceName30CharMaxType,A data type for a name of a place. Limited to 30 characters.,,usmtf:PlaceName30CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceName38CharMaxSimpleType,A data type for a name of a place. Limited to 38 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceName38CharMaxType,A data type for a name of a place. Limited to 38 characters.,,usmtf:PlaceName38CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceNameExtendedSimpleType,A data type for a name of a place. Limited to 38 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlaceNameExtendedType,A data type for a name of a place. Limited to 38 characters.,,usmtf:PlaceNameExtendedSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlainLanguageAddressSimpleType,"A data type for a Plain Language Address (PLA) for a command, unit, etc.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlainLanguageAddressType,"A data type for a Plain Language Address (PLA) for a command, unit, etc.",,usmtf:PlainLanguageAddressSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlanIdentificationNumberSimpleType,A data type for a unique identifier assigned to a plan or order.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlanIdentificationNumberType,A data type for a unique identifier assigned to a plan or order.,,usmtf:PlanIdentificationNumberSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlanMajorEquipmentSimpleType,A data type for a major equipment identification code of a major item of conventional equipment or weapon that is required by or committed to a joint operation plan or order.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlanMajorEquipmentType,A data type for a major equipment identification code of a major item of conventional equipment or weapon that is required by or committed to a joint operation plan or order.,,usmtf:PlanMajorEquipmentSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlanOrderAnnexNumberType,A data type for the number assigned to an annex of a basic plan or order to make it clearer or to give further details.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlanOrderCodeSimpleType,A data type for the code for the type of plan or order reported.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlanOrderCodeType,A data type for the code for the type of plan or order reported.,,usmtf:PlanOrderCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlanOriginatorNumberType,"A data type for the official identifier of a military establishment which is responsible for a specific operation plan, and the identification number assigned to that specific operation plan.",,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlanOriginatorSimpleType,A data type for an identifier of the originator of a plan.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlanOriginatorType,A data type for an identifier of the originator of a plan.,,usmtf:PlanOriginatorSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformCodeSimpleType,"A data type for the code for one of several classes of vehicles, ships, aircraft, etc.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformCodeType,"A data type for the code for one of several classes of vehicles, ships, aircraft, etc.",,usmtf:PlatformCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformDetectedCodeSimpleType,A data type for a general type of platform detected.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformDetectedCodeType,A data type for a general type of platform detected.,,usmtf:PlatformDetectedCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformEmittingSignalSerialNumberSimpleType,A data type for an identifier assigned to the platform emitting the reported signal serial number.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformEmittingSignalSerialNumberType,A data type for an identifier assigned to the platform emitting the reported signal serial number.,,usmtf:PlatformEmittingSignalSerialNumberSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformGeneralCodeSimpleType,A data type for the generic type of platform.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformGeneralCodeType,A data type for the generic type of platform.,,usmtf:PlatformGeneralCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformIDSimpleType,A data type for an identifier of the platform responsible for the launch of weapons.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformIDType,A data type for an identifier of the platform responsible for the launch of weapons.,,usmtf:PlatformIDSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformStreamingFormatCodeSimpleType,A data type for the resolution associated with the motion imagery.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformStreamingFormatCodeType,A data type for the resolution associated with the motion imagery.,,usmtf:PlatformStreamingFormatCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformSymbolSimpleType,A data type for a code to indicate the type of platform the symbol represents.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PlatformSymbolType,A data type for a code to indicate the type of platform the symbol represents.,,usmtf:PlatformSymbolSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PleasureCraftCodeSimpleType,A data type for the identification of a craft designed primarily for pleasure.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PleasureCraftCodeType,A data type for the identification of a craft designed primarily for pleasure.,,usmtf:PleasureCraftCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,POCLinkFunctionSimpleType,A data type for a function or assigned duty for the OPTASK LINK point of contact.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,POCLinkFunctionType,A data type for a function or assigned duty for the OPTASK LINK point of contact.,,usmtf:POCLinkFunctionSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointCodeSimpleType,A data type for the type of point.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointCodeType,A data type for the type of point.,,usmtf:PointCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointDistanceType,A data type for the distance between two points.,,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointGeometryCodeSimpleType,A data type for the code to describe point geometries.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointGeometryCodeType,A data type for the code to describe point geometries.,,usmtf:PointGeometryCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointIDSimpleType,A data type for an identifier to designate a point.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointIDType,A data type for an identifier to designate a point.,,usmtf:PointIDSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointName10CharMaxSimpleType,A data type for a name of a point. Limited to 10 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointName10CharMaxType,A data type for a name of a point. Limited to 10 characters.,,usmtf:PointName10CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointName12CharMaxSimpleType,A data type for a name of a point. Limited to 12 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointName12CharMaxType,A data type for a name of a point. Limited to 12 characters.,,usmtf:PointName12CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointName20CharMaxSimpleType,A data type for a name of a point. Limited to 20 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointName20CharMaxType,A data type for a name of a point. Limited to 20 characters.,,usmtf:PointName20CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointName30CharMaxSimpleType,A data type for a name of a point. Limited to 30 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointName30CharMaxType,A data type for a name of a point. Limited to 30 characters.,,usmtf:PointName30CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointName38CharMaxSimpleType,A data type for a name of a point. Limited to 38 characters.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointName38CharMaxType,A data type for a name of a point. Limited to 38 characters.,,usmtf:PointName38CharMaxSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointNameAlphabeticSimpleType,A data type for an alphabetic name of a point.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointNameAlphabeticType,A data type for an alphabetic name of a point.,,usmtf:PointNameAlphabeticSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointOfContactFunctionCodeSimpleType,A data type for the code for the function of the mission point of contact.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointOfContactFunctionCodeType,A data type for the code for the function of the mission point of contact.,,usmtf:PointOfContactFunctionCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointOfContactNameSimpleType,A data type for a name of the person or organization to be contacted.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PointOfContactNameType,A data type for a name of the person or organization to be contacted.,,usmtf:PointOfContactNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,POLDeliveryMethodCodeSimpleType,A data type for the prescribed method of delivering petroleum allotments.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,POLDeliveryMethodCodeType,A data type for the prescribed method of delivering petroleum allotments.,,usmtf:POLDeliveryMethodCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PolicyCodeSimpleType,"A data type for a plan, course of action, procedure, or official statement intended to affect or affecting decisions, actions, and operations.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PolicyCodeType,"A data type for a plan, course of action, procedure, or official statement intended to affect or affecting decisions, actions, and operations.",,usmtf:PolicyCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PoliticalAssetSimpleType,A data type for a type of political asset.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PoliticalAssetType,A data type for a type of political asset.,,usmtf:PoliticalAssetSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PoliticalGuidanceIDCodeSimpleType,A data type for a code used to provide political guidance.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PoliticalGuidanceIDCodeType,A data type for a code used to provide political guidance.,,usmtf:PoliticalGuidanceIDCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,POLNameSimpleType,"A data type for a type of petroleum, oil and/or lubricant (POL) being reported. Use short title as the data code.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,POLNameType,"A data type for a type of petroleum, oil and/or lubricant (POL) being reported. Use short title as the data code.",,usmtf:POLNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PortNameSimpleType,A data type for a name of a port.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PortNameType,A data type for a name of a port.,,usmtf:PortNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PortSimpleType,A data type for a code that identifies a port.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PortType,A data type for a code that identifies a port.,,usmtf:PortSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PositionAccuracyType,"A data type for the accuracy of a reported contact, event, or other position.",,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PositionCodeNameSimpleType,A data type for a code name of a position.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PositionCodeNameType,A data type for a code name of a position.,,usmtf:PositionCodeNameSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PositionCodeSimpleType,A data type for the position of an individual within an organization.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PositionCodeType,A data type for the position of an individual within an organization.,,usmtf:PositionCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PositionDesignatorCodeSimpleType,A data type for a two-character identifier of a specific position.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PositionDesignatorCodeType,A data type for a two-character identifier of a specific position.,,usmtf:PositionDesignatorCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PositionSourceIsolatedPersonnelCodeSimpleType,A data type for the source of the data being reported.,,xs:string,S,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PositionSourceIsolatedPersonnelCodeType,A data type for the source of the data being reported.,,usmtf:PositionSourceIsolatedPersonnelCodeSimpleType,CSC,atomic,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PositionTrueBearingRangeNMType,"A data type for the position, expressed as a bearing in degrees true and a distance in nautical miles from a named reference point.",,,CCC,,,FALSE,FALSE,FALSE
5.1,,,add,,5.2,usmtf,PositiveNegativeCodeSimpleType,"A data type for an indicator of a positive, negative, or unknown condition.",,xs:string,S,atomic,,FALSE,FALSE,FALSE
